Father to M.C.'s,L.A. Posse,Hip-Hop / Rap / R&B,Hook / Riff,1991
I Owt,Shades of Culture,Hip-Hop / Rap / R&B,Drums,1993
Killer B,Katch 22,Hip-Hop / Rap / R&B,Drums,1993
Meaning (The Amalgamation of Soundz Rework),Richard Davis,Electronic / Dance,Multiple Elements,2003
More Things Than One,Lonnie O,Hip-Hop / Rap / R&B,Drums,1992
Notorious,The First Sons,Hip-Hop / Rap / R&B,Hook / Riff,1992
Dance to the Rhythm,Dr. X,Hip-Hop / Rap / R&B,Sound Effect / Other,1990
Suckaz Tri 2 Play Me,Smokin Suckaz Wit Logic,Hip-Hop / Rap / R&B,Hook / Riff,1993
Sounds Off,Maestro (2),Hip-Hop / Rap / R&B,Hook / Riff,1986
Three Bells,Bombalurina,Rock / Pop,Drums,1990
I'll Be Forever Your Man,Oh Well,Rock / Pop,Sound Effect / Other,1990
The Waxos VS. DJ Furrypile,Waxolutionists,Hip-Hop / Rap / R&B,Sound Effect / Other,1999
The Waxos VS. DJ Furrypile,DJ Furrypile,Hip-Hop / Rap / R&B,Sound Effect / Other,1999
They Never Heard It Like This,The Aimighty M.C.'s,Hip-Hop / Rap / R&B,Multiple Elements,1989
Speed It Up a Little Faster,Zee Rocks the Copy,Hip-Hop / Rap / R&B,Multiple Elements,1989
Hip Hop Holiday,3 the Hard Way,Hip-Hop / Rap / R&B,Sound Effect / Other,1994
Hip Hop Holiday,Bobbylon,Hip-Hop / Rap / R&B,Sound Effect / Other,1994
El Paré,El General,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Neighborhood Tramp,Dooley-O,Hip-Hop / Rap / R&B,Multiple Elements,2003
If It Ain't a Caddy (It Ain't a Car),Double J,Hip-Hop / Rap / R&B,Multiple Elements,1991
Your My Opponent,MC Sergio,Hip-Hop / Rap / R&B,Sound Effect / Other,1989
Don't It Make You Feel Good,Stefan Dennis,Rock / Pop,Multiple Elements,1988
Terminators,Steve Wetherill,Soundtrack / Library,Multiple Elements,1990
Etwas Ist Faul,DCS,Hip-Hop / Rap / R&B,Drums,1993
Ainsi Va La Vie,Mellowman,Hip-Hop / Rap / R&B,Sound Effect / Other,1995
All or Nothing (The U.S. Mega Mix),Milli Vanilli,Electronic / Dance,Sound Effect / Other,1989
Enforcer Brittanica,C418,Electronic / Dance,Drums,2012
Funky Man (You Better Run),R+R,Electronic / Dance,Multiple Elements,1988
Justice (Just Us) (The Mase Remix),Ruthless Rap Assassins,Hip-Hop / Rap / R&B,Drums,1991
Rima Cibo Per La Mente,Otierre,Hip-Hop / Rap / R&B,Hook / Riff,1992
Streetwise,MC Miker G,Hip-Hop / Rap / R&B,Drums,1990
This Is a Recording,Gee Rock & Tha C.N.D. Coalition,Hip-Hop / Rap / R&B,Hook / Riff,1993
Boogie Back,The Scam,Hip-Hop / Rap / R&B,Multiple Elements,1988
Two Mo Minnis,Royal Flush (Rap Group),Hip-Hop / Rap / R&B,Hook / Riff,1988
Pump Ya Fist,MC Brains,Hip-Hop / Rap / R&B,Sound Effect / Other,1992
Pure Melanin,Defiant Giants,Hip-Hop / Rap / R&B,Multiple Elements,1991
Def Joun,Tuff Crew,Hip-Hop / Rap / R&B,Hook / Riff,1987
Sandee,J.V.C. F.O.R.C.E.,Hip-Hop / Rap / R&B,Sound Effect / Other,1990
More Beats and Pieces (DJ Lord Fader Turntable Mix),Coldcut,Hip-Hop / Rap / R&B,Sound Effect / Other,1998
Once Upon a Time,IAM,Hip-Hop / Rap / R&B,Hook / Riff,2019
The Chase,Royal House,Electronic / Dance,Drums,1988
The Breaks According to DJ Slick D,Rhythm Mode:D,Hip-Hop / Rap / R&B,Drums,1989
Zwart-Wit,Osdorp Posse,Hip-Hop / Rap / R&B,Drums,1992
"Blame It on Tha ""Bounce""",PxMxWx,Hip-Hop / Rap / R&B,Sound Effect / Other,1994
Hit Em in Da Head,Ali Dee,Hip-Hop / Rap / R&B,Drums,1993
Rockit 2.002 (Full Length Version),Herbie Hancock,Hip-Hop / Rap / R&B,Sound Effect / Other,2002
Gangsta Story,E-Play Smooth,Hip-Hop / Rap / R&B,Drums,1992
Hi Lo Cut,Loose J and the Master of Wax,Hip-Hop / Rap / R&B,Multiple Elements,1988
I'm Blowin' Up,Kool Moe Dee,Hip-Hop / Rap / R&B,Hook / Riff,1989
War of the Race,Underground Source,Hip-Hop / Rap / R&B,Drums,1990
Itchy Vinyl Session Part II: Babylon 5,DJ JS-One,Hip-Hop / Rap / R&B,Sound Effect / Other,1997
Itchy Vinyl Session Part II: Babylon 5,DJ Spinbad,Hip-Hop / Rap / R&B,Sound Effect / Other,1997
Get Bizzy,Greyson & Jasun,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Classic Rock,Kid Rock,Hip-Hop / Rap / R&B,Hook / Riff,1996
You Can't Jam,True Love,Hip-Hop / Rap / R&B,Hook / Riff,1988
Impressive Depressive,DV3,Hip-Hop / Rap / R&B,Hook / Riff,1986
Have You Got Any More Spam (No Don't Yam Pork Remix),Nick OD,Electronic / Dance,Multiple Elements,1992
Amadeus,N-Trance,Electronic / Dance,Drums,1997
Censuur,Osdorp Posse,Hip-Hop / Rap / R&B,Drums,1992
Potion (U Jane Mix),Down Low,Hip-Hop / Rap / R&B,Drums,1996
Funky Swim,Pio Bo,Electronic / Dance,Drums,1993
The Uzteks,Steve Wetherill,Soundtrack / Library,Sound Effect / Other,1990
Daddy's Beats & Scratch Effects,DJ Daddy K,Hip-Hop / Rap / R&B,Hook / Riff,1991
Soaking,Day Squad,Hip-Hop / Rap / R&B,Hook / Riff,1988
