web-scraper-order,web-scraper-start-url,page,Full Title,Artist,Genre,Instrument,Year
"1682403641-8345","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Radio Rap","Jovanotti","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Jovanotti (1991)"
"1682403641-8346","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Keep on Scratchin'","IAM","Hip-Hop / Rap / R&B","Vocals / Lyrics","by IAM (1992)"
"1682403641-8347","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Ladi Dadi (Skit)","Tungtvann","Hip-Hop / Rap / R&B","Multiple Elements","by Tungtvann and 2xHvar (2002)"
"1682403641-8348","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Ladi Dadi (Skit)","2xHvar","Hip-Hop / Rap / R&B","Multiple Elements","by Tungtvann and 2xHvar (2002)"
"1682403641-8349","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Callin' Me","Killa Tay","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Killa Tay (2013)"
"1682403641-8350","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Beat of the Drum","Gallo","Electronic / Dance","Vocals / Lyrics","by Gallo and Alaia (2013)"
"1682403641-8351","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Beat of the Drum","Alaia","Electronic / Dance","Vocals / Lyrics","by Gallo and Alaia (2013)"
"1682403641-8352","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Ain't Nothing Like Kilo","Kilo","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kilo (1992)"
"1682403641-8353","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Tear Drops","Makeba & Skratch","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Makeba & Skratch (1991)"
"1682403641-8354","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Rock Rock On","Native Nuttz","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Native Nuttz (1994)"
"1682403641-8355","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Times Up Part II","Rockers Hi-Fi","Electronic / Dance","Vocals / Lyrics","by Rockers Hi-Fi (1998)"
"1682403641-8356","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Hard 2 Get (Remix)","Tha Lowa","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Tha Lowa (1994)"
"1682403641-8357","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Pick It Up","Akapel","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Akapel (1992)"
"1682403641-8358","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Great Depression","MC Breed","Hip-Hop / Rap / R&B","Vocals / Lyrics","by MC Breed (1992)"
"1682403641-8359","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","City Boy","Poison Clan","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Poison Clan (1993)"
"1682403641-8360","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","We Rock the Mic","Daelover","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Daelover (1990)"
"1682403641-8361","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Watch Out 4 Better Days","Black Samurai","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Black Samurai (1995)"
"1682403641-8362","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=57","Up to Speed","Sunz of Soul","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Sunz of Soul (2002)"
"1682403643-8363","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Age Ain't Nothing but a #","3 Grand","Hip-Hop / Rap / R&B","Vocals / Lyrics","by 3 Grand (1993)"
"1682403643-8364","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Lifeline (Remix)","Parental Advisory","Hip-Hop / Rap / R&B","Multiple Elements","by Parental Advisory (1993)"
"1682403643-8365","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Stretch","MurDa","Electronic / Dance","Multiple Elements","by MurDa feat. Bizzey and Kraantje Pappie (2019)"
"1682403643-8366","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Stretch","Bizzey","Electronic / Dance","Multiple Elements","by MurDa feat. Bizzey and Kraantje Pappie (2019)"
"1682403643-8367","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Stretch","Kraantje Pappie","Electronic / Dance","Multiple Elements","by MurDa feat. Bizzey and Kraantje Pappie (2019)"
"1682403643-8368","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","The Boy Don't Play","D-Boy Rodriguez","Hip-Hop / Rap / R&B","Vocals / Lyrics","by D-Boy Rodriguez (1990)"
"1682403643-8369","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","That's the Way Life Goes (LP Version)","Bad Influence","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Bad Influence (1995)"
"1682403643-8370","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","La Di Da Di","Peckerhead","Electronic / Dance","Vocals / Lyrics","by Peckerhead (2022)"
"1682403643-8371","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","The Godfather","Underground Mafia","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Underground Mafia (1991)"
"1682403643-8372","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Statement of Intent","DJ Format","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Format feat. Sureshot La Rock (2012)"
"1682403643-8373","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Statement of Intent","Sureshot La Rock","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Format feat. Sureshot La Rock (2012)"
"1682403643-8374","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Hip Hop Hooray (Mixx-it)","Naughty by Nature","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Naughty by Nature (1993)"
"1682403643-8375","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Lyin' on Yo Dick","Ant Banks","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ant Banks feat. Goldy (1993)"
"1682403643-8376","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Lyin' on Yo Dick","Goldy","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ant Banks feat. Goldy (1993)"
"1682403643-8377","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","3 MC's","Maylay Sparks","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Maylay Sparks feat. Malik B and Louis Logic (2003)"
"1682403643-8378","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","3 MC's","Malik B","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Maylay Sparks feat. Malik B and Louis Logic (2003)"
"1682403643-8379","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","3 MC's","Louis Logic","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Maylay Sparks feat. Malik B and Louis Logic (2003)"
"1682403643-8380","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Ikaw (Humanap Ka Ng Panget 2)","Andrew E.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Andrew E. (2007)"
"1682403643-8381","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Neva Gets Nervous","DJ Faust","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Faust (1998)"
"1682403643-8382","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Pump It Like This","Jealous J","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Jealous J (1990)"
"1682403643-8383","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Post Nihilism","Big Baby Gandhi","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Big Baby Gandhi (2012)"
"1682403643-8384","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=55","Blues Blanket","Ugly Duckling","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ugly Duckling (1995)"
"1682403646-8385","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","From Jackin' to Rappin'","O.F.T.B.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by O.F.T.B. (1992)"
"1682403646-8386","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Gone","Melanie Durrant","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Melanie Durrant (2013)"
"1682403646-8387","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","What Waz I to Do","Chunk","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Chunk (1992)"
"1682403646-8388","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","This Is to Luke From the Posse","Luke","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Luke and 2 Live Crew feat. Professor Griff and Poison Clan (1990)"
"1682403646-8389","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","This Is to Luke From the Posse","2 Live Crew","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Luke and 2 Live Crew feat. Professor Griff and Poison Clan (1990)"
"1682403646-8390","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","This Is to Luke From the Posse","Professor Griff","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Luke and 2 Live Crew feat. Professor Griff and Poison Clan (1990)"
"1682403646-8391","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","This Is to Luke From the Posse","Poison Clan","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Luke and 2 Live Crew feat. Professor Griff and Poison Clan (1990)"
"1682403646-8392","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Turntable Savage (The Death Zone Remix)","Hellfish","Electronic / Dance","Vocals / Lyrics","by Hellfish (2011)"
"1682403646-8393","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Deedz in Da Mix","Innernational","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Innernational (1999)"
"1682403646-8394","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Tangle Mix","DJ Rectangle","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Rectangle (1992)"
"1682403646-8395","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Hold It","The Real Estate Agents","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Real Estate Agents (2004)"
"1682403646-8396","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Immortal MC's","Hilltop Hoods","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Hilltop Hoods (2001)"
"1682403646-8397","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Vaivén","Terrible","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Terrible and DJ Cidtronyck feat. Dekoh (2014)"
"1682403646-8398","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Vaivén","DJ Cidtronyck","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Terrible and DJ Cidtronyck feat. Dekoh (2014)"
"1682403646-8399","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Vaivén","Dekoh","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Terrible and DJ Cidtronyck feat. Dekoh (2014)"
"1682403646-8400","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Blow Up the Spot","Super Lover Cee & Casanova Rud","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Super Lover Cee & Casanova Rud (1993)"
"1682403646-8401","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","House Gangsters","Block & Crown","Electronic / Dance","Vocals / Lyrics","by Block & Crown and Scotty Boy (2018)"
"1682403646-8402","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","House Gangsters","Scotty Boy","Electronic / Dance","Vocals / Lyrics","by Block & Crown and Scotty Boy (2018)"
"1682403646-8403","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Esto Es De Puta Madre","De Puta Madre","Hip-Hop / Rap / R&B","Vocals / Lyrics","by De Puta Madre (1994)"
"1682403646-8404","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Pay the Price","Credit to the Nation","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Credit to the Nation (1991)"
"1682403646-8405","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","Mr. Dynamite","Lonnie O","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Lonnie O (1992)"
"1682403646-8406","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=54","We Need You","Wee Papa Girl Rappers","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Wee Papa Girl Rappers (1988)"
"1682403648-8407","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Aunque No Venia Preparado","De Barro","Hip-Hop / Rap / R&B","Vocals / Lyrics","by De Barro feat. DJ Dacel (2005)"
"1682403648-8408","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Aunque No Venia Preparado","DJ Dacel","Hip-Hop / Rap / R&B","Vocals / Lyrics","by De Barro feat. DJ Dacel (2005)"
"1682403648-8409","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Real Brothers","Real Brothers","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Real Brothers (1992)"
"1682403648-8410","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Definitely Down for Trouble","Criminal Nation","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Criminal Nation (1990)"
"1682403648-8411","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Let's Get High","Ms. Tee","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ms. Tee (1995)"
"1682403648-8412","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Rhoda","Vibe & Sond","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Vibe & Sond (1992)"
"1682403648-8413","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Daddy's Beats & Scratch Effects","DJ Daddy K","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Daddy K (1991)"
"1682403648-8414","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","It's Just Rap","Amiri","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Amiri (2014)"
"1682403648-8415","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","You Said It Couldn't Be Done","MC Thick","Hip-Hop / Rap / R&B","Vocals / Lyrics","by MC Thick (1993)"
"1682403648-8416","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Here's a Party Jam (Club Mix)","High Performance","Hip-Hop / Rap / R&B","Vocals / Lyrics","by High Performance (1990)"
"1682403648-8417","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Long Overdue","RhythmX","Hip-Hop / Rap / R&B","Vocals / Lyrics","by RhythmX (1995)"
"1682403648-8418","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Rock This World","Drivin' Force","Electronic / Dance","Vocals / Lyrics","by Drivin' Force (1988)"
"1682403648-8419","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","One, Two, U Don't Stop","The A.T.E.E.M.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The A.T.E.E.M. (1992)"
"1682403648-8420","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Let's Do the Freaky Deaky","3 Grand","Hip-Hop / Rap / R&B","Vocals / Lyrics","by 3 Grand (1993)"
"1682403648-8421","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","The King","The Posse NFX","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Posse NFX (1991)"
"1682403648-8422","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Boombastic Hip House Band","Karia Nomoto","Electronic / Dance","Vocals / Lyrics","by Karia Nomoto (2007)"
"1682403648-8423","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=52","Out Here (Cannonball)","Shad","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Shad (2012)"
"1682403650-8424","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Time Bomb","Howard Lloyd","Hip-Hop / Rap / R&B","Multiple Elements","by Howard Lloyd (2007)"
"1682403650-8425","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","TMC","TMC","Hip-Hop / Rap / R&B","Vocals / Lyrics","by TMC (1994)"
"1682403650-8426","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Ode to Ricky","Dirty Alex","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Dirty Alex (2016)"
"1682403650-8427","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Grooveline","Blockster","Electronic / Dance","Vocals / Lyrics","by Blockster (1999)"
"1682403650-8428","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Strawberry Moon","Mental Prizm","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mental Prizm (1994)"
"1682403650-8429","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Another Man Is Beatin' My Time","Nikki D","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Nikki D (1991)"
"1682403650-8430","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Lover","Luke Vibert","Electronic / Dance","Vocals / Lyrics","by Luke Vibert (2020)"
"1682403650-8431","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Intocables","Piezas","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Piezas, Jayder and Ferran MDE (2008)"
"1682403650-8432","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Intocables","Jayder","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Piezas, Jayder and Ferran MDE (2008)"
"1682403650-8433","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Intocables","Ferran MDE","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Piezas, Jayder and Ferran MDE (2008)"
"1682403650-8434","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","I'm Marching","MC Saint","Hip-Hop / Rap / R&B","Vocals / Lyrics","by MC Saint (1989)"
"1682403650-8435","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=51","Don't Cry","Ty","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ty (2010)"
