web-scraper-order,web-scraper-start-url,page,Full Title,Artist,Genre,Instrument,Year
"1682403596-8116","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Hypnotize","The Notorious B.I.G.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Notorious B.I.G. (1997)"
"1682403596-8117","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Party","Beyoncé","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beyoncé feat. André 3000 (2011)"
"1682403596-8118","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Party","André 3000","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beyoncé feat. André 3000 (2011)"
"1682403596-8119","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","We Can't Stop","Miley Cyrus","Rock / Pop","Vocals / Lyrics","by Miley Cyrus (2013)"
"1682403596-8120","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Auditorium","Mos Def","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mos Def feat. Slick Rick (2009)"
"1682403596-8121","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Auditorium","Slick Rick","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mos Def feat. Slick Rick (2009)"
"1682403596-8122","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Kanye West","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8123","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Common","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8124","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Pusha T","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8125","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Big Sean","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8126","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Kid Cudi","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8127","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Charlie Wilson","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8128","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Hold It Now, Hit It","Beastie Boys","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beastie Boys (1986)"
"1682403596-8129","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","We Like to Party!","Vengaboys","Electronic / Dance","Vocals / Lyrics","by Vengaboys (1998)"
"1682403596-8130","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","O.P.P.","Naughty by Nature","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Naughty by Nature (1991)"
"1682403596-8131","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","I Wanna Sex You Up","Color Me Badd","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Color Me Badd (1991)"
"1682403596-8132","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Here Comes the Hotstepper","Ini Kamoze","Reggae / Dub","Vocals / Lyrics","by Ini Kamoze (1994)"
"1682403596-8133","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Millionaire","Kelis","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kelis feat. André 3000 (2004)"
"1682403596-8134","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Millionaire","André 3000","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kelis feat. André 3000 (2004)"
"1682403596-8135","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Showtime","Spit Syndicate","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Spit Syndicate feat. Solo (2010)"
"1682403596-8136","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Showtime","Solo","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Spit Syndicate feat. Solo (2010)"
"1682403596-8137","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Fried Noodles","Pink Guy","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Pink Guy (2016)"
"1682403596-8138","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Rock DJ","Robbie Williams","Rock / Pop","Vocals / Lyrics","by Robbie Williams (2000)"
"1682403596-8139","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Runaway Love","Ludacris","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ludacris feat. Mary J. Blige (2006)"
"1682403596-8140","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Runaway Love","Mary J. Blige","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ludacris feat. Mary J. Blige (2006)"
"1682403596-8141","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Discombobulated","Eminem","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Eminem (2020)"
"1682403596-8142","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Hypnotize","The Notorious B.I.G.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Notorious B.I.G. (1997)"
"1682403596-8143","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Party","Beyoncé","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beyoncé feat. André 3000 (2011)"
"1682403596-8144","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Party","André 3000","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beyoncé feat. André 3000 (2011)"
"1682403596-8145","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","We Can't Stop","Miley Cyrus","Rock / Pop","Vocals / Lyrics","by Miley Cyrus (2013)"
"1682403596-8146","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Auditorium","Mos Def","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mos Def feat. Slick Rick (2009)"
"1682403596-8147","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Auditorium","Slick Rick","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mos Def feat. Slick Rick (2009)"
"1682403596-8148","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Kanye West","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8149","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Common","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8150","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Pusha T","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8151","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Big Sean","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8152","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Kid Cudi","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8153","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Good Friday","Charlie Wilson","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kanye West, Common, Pusha T and Big Sean feat. Kid Cudi and Charlie Wilson (2010)"
"1682403596-8154","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Hold It Now, Hit It","Beastie Boys","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Beastie Boys (1986)"
"1682403596-8155","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","We Like to Party!","Vengaboys","Electronic / Dance","Vocals / Lyrics","by Vengaboys (1998)"
"1682403596-8156","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","O.P.P.","Naughty by Nature","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Naughty by Nature (1991)"
"1682403596-8157","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","I Wanna Sex You Up","Color Me Badd","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Color Me Badd (1991)"
"1682403596-8158","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Here Comes the Hotstepper","Ini Kamoze","Reggae / Dub","Vocals / Lyrics","by Ini Kamoze (1994)"
"1682403596-8159","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Millionaire","Kelis","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kelis feat. André 3000 (2004)"
"1682403596-8160","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Millionaire","André 3000","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Kelis feat. André 3000 (2004)"
"1682403596-8161","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Showtime","Spit Syndicate","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Spit Syndicate feat. Solo (2010)"
"1682403596-8162","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Showtime","Solo","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Spit Syndicate feat. Solo (2010)"
"1682403596-8163","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Fried Noodles","Pink Guy","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Pink Guy (2016)"
"1682403596-8164","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Rock DJ","Robbie Williams","Rock / Pop","Vocals / Lyrics","by Robbie Williams (2000)"
"1682403596-8165","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Runaway Love","Ludacris","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ludacris feat. Mary J. Blige (2006)"
"1682403596-8166","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Runaway Love","Mary J. Blige","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ludacris feat. Mary J. Blige (2006)"
"1682403596-8167","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","","Discombobulated","Eminem","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Eminem (2020)"
"1682403598-8168","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=69","Kuduru","Sambizanga","Electronic / Dance","Vocals / Lyrics","by Sambizanga (2008)"
"1682403598-8169","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=69","Tear the Roof Off Da Mutha","The Boys From the Bottom","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Boys From the Bottom (1992)"
"1682403598-8170","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=69","The Beginning","Nico Parisi","Electronic / Dance","Vocals / Lyrics","by Nico Parisi (1998)"
"1682403600-8171","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Samples & Effects I","The Original Unknown DJs","Other","Vocals / Lyrics","by The Original Unknown DJs (1991)"
"1682403600-8172","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Dj Mini Skicior","Mor W.A.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mor W.A. feat. DJ Mini (2007)"
"1682403600-8173","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Dj Mini Skicior","DJ Mini","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Mor W.A. feat. DJ Mini (2007)"
"1682403600-8174","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Strictly Butcher","Parental Advisory","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Parental Advisory (1993)"
"1682403600-8175","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Remix Del Avion","DJ Andy Van A.","World / Latin","Vocals / Lyrics","by DJ Andy Van A. (2001)"
"1682403600-8176","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Bonus","Stezo","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Stezo (1994)"
"1682403600-8177","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","In the Beginning","Odessa SoundFreaks","Electronic / Dance","Vocals / Lyrics","by Odessa SoundFreaks (2009)"
"1682403600-8178","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Intensive (Original Mix)","Dominique Costa","Electronic / Dance","Vocals / Lyrics","by Dominique Costa and Daniel Aguayo (2014)"
"1682403600-8179","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Intensive (Original Mix)","Daniel Aguayo","Electronic / Dance","Vocals / Lyrics","by Dominique Costa and Daniel Aguayo (2014)"
"1682403600-8180","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Poetry","S.W.A.T. (Success With Accurate Timing)","Hip-Hop / Rap / R&B","Vocals / Lyrics","by S.W.A.T. (Success With Accurate Timing) (1990)"
"1682403600-8181","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Don't Stop","Full Flavoured Dip","Electronic / Dance","Vocals / Lyrics","by Full Flavoured Dip (2006)"
"1682403600-8182","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Party","Fernando Campo","Electronic / Dance","Vocals / Lyrics","by Fernando Campo (2013)"
"1682403600-8183","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Lose","Who Fucking Cares","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Who Fucking Cares (2017)"
"1682403600-8184","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Gdzie Te Bity?","Smarki Smark","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Smarki Smark feat. Smagalaz (2007)"
"1682403600-8185","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Gdzie Te Bity?","Smagalaz","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Smarki Smark feat. Smagalaz (2007)"
"1682403600-8186","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Olé","The Kid Plot","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Kid Plot (2016)"
"1682403600-8187","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","D'Mmmm","Misty Conditions","Electronic / Dance","Vocals / Lyrics","by Misty Conditions (2013)"
"1682403600-8188","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Warum Nisht","Kurd Maverick","Electronic / Dance","Vocals / Lyrics","by Kurd Maverick (2011)"
"1682403600-8189","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Night Riders","Rahzel","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Rahzel and Slick Rick (1999)"
"1682403600-8190","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=68","Night Riders","Slick Rick","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Rahzel and Slick Rick (1999)"
"1682403603-8191","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Saga (Iron Fist)","Def Wish Cast","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Def Wish Cast (1993)"
"1682403603-8192","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Don't Stop It","Platinum Doug","Electronic / Dance","Vocals / Lyrics","by Platinum Doug (2018)"
"1682403603-8193","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Criminal Hit","Criminal Nation","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Criminal Nation (1989)"
"1682403603-8194","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Pump Up the Volume","Stacey James","Electronic / Dance","Vocals / Lyrics","by Stacey James (2016)"
"1682403603-8195","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Five Fingers of Death, Part I","Dj Rob Hanna","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Dj Rob Hanna (1988)"
"1682403603-8196","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Still Mobbin","Ghetto Politix","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Ghetto Politix (1994)"
"1682403603-8197","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","The Law of the Streets (True to the Night)","Brethren (Hip-Hop)","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Brethren (Hip-Hop) (1994)"
"1682403603-8198","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Share the Funk","M-Team","Hip-Hop / Rap / R&B","Vocals / Lyrics","by M-Team (1991)"
"1682403603-8199","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Wicked and Nasty","P-King","Hip-Hop / Rap / R&B","Vocals / Lyrics","by P-King (1992)"
"1682403603-8200","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Bleib Wach","DCS","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DCS (1996)"
"1682403603-8201","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Old Skool","Francis M.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Francis M. (1998)"
"1682403603-8202","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Get Up","Lento Violento","Electronic / Dance","Vocals / Lyrics","by Lento Violento and Astro Musico (2018)"
"1682403603-8203","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Get Up","Astro Musico","Electronic / Dance","Vocals / Lyrics","by Lento Violento and Astro Musico (2018)"
"1682403603-8204","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Go Parker/The Dj","Boostin' Kev","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Boostin' Kev (1991)"
"1682403603-8205","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Put Our Thing Down","Rhythm Radicals","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Rhythm Radicals (1992)"
"1682403603-8206","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","How Do Ya Feel?","RhythmX","Hip-Hop / Rap / R&B","Vocals / Lyrics","by RhythmX (1993)"
"1682403603-8207","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=67","Internatio Nal Ghetto","The Creators","Hip-Hop / Rap / R&B","Vocals / Lyrics","by The Creators (2000)"
"1682403605-8208","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Frank White","Sporty-T","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Sporty-T (1994)"
"1682403605-8209","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Walking in Harmony","Elements of Style","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Elements of Style (1991)"
"1682403605-8210","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","On the 1-5ive Tip (The Mega Remix)","1-5ive Posse","Hip-Hop / Rap / R&B","Vocals / Lyrics","by 1-5ive Posse (1991)"
"1682403605-8211","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","This Generation","Manuel Grandi","Electronic / Dance","Vocals / Lyrics","by Manuel Grandi (2020)"
"1682403605-8212","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","The Jazz Room (4peace Upright Remix)","Salvatore Vitrano","Electronic / Dance","Vocals / Lyrics","by Salvatore Vitrano (2011)"
"1682403605-8213","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","DJ Jeff's Workshop","DJ Jeff","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Jeff (1995)"
"1682403605-8214","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","The Re-Match","DJ Revolution","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Revolution feat. DJ Spinbad (2008)"
"1682403605-8215","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","The Re-Match","DJ Spinbad","Hip-Hop / Rap / R&B","Vocals / Lyrics","by DJ Revolution feat. DJ Spinbad (2008)"
"1682403605-8216","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Gettin' Hectic","L.A.Z.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by L.A.Z. (1997)"
"1682403605-8217","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Ray Charles","B.o.B","Hip-Hop / Rap / R&B","Vocals / Lyrics","by B.o.B (2019)"
"1682403605-8218","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Kein Wort","Breite Seite","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Breite Seite (2001)"
"1682403605-8219","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Listen Closely (Bozack) (Remix) (7 Minute Workout Mix)","Tam Rock & E.Q.","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Tam Rock & E.Q. (1992)"
"1682403605-8220","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/","https://www.whosampled.com/Doug-E.-Fresh/La-Di-Da-Di/sampled/?cp=66","Rap Ist Tot","Underground Source (UGS)","Hip-Hop / Rap / R&B","Vocals / Lyrics","by Underground Source (UGS) (2001)"
